time,AUV5_Tau_u,AUV5_Tau_v,AUV5_Tau_w,AUV5_Tau_q,AUV5_Tau_r,AUV6_Tau_u,AUV6_Tau_v,AUV6_Tau_w,AUV6_Tau_q,AUV6_Tau_r,AUV7_Tau_u,AUV7_Tau_v,AUV7_Tau_w,AUV7_Tau_q,AUV7_Tau_r,AUV8_Tau_u,AUV8_Tau_v,AUV8_Tau_w,AUV8_Tau_q,AUV8_Tau_r,AUV9_Tau_u,AUV9_Tau_v,AUV9_Tau_w,AUV9_Tau_q,AUV9_Tau_r
391.8,19.9302633,66.33737189,-16.04820319,-82.7956581,-6.017518376,33.20149707,-66.63817059,-21.986223,-82.79452207,-6.017574209,18.62005547,65.64235654,-15.45696393,-82.79412605,-6.020765147,-8.926198774,-21.27574855,-1.134042532,-82.60560608,-6.253686093,-19.55384581,-21.17574002,-93.96468741,-82.13063959,-6.253206989
391.9,18.34346999,60.8555468,-11.50360582,-82.8838972,-6.099322629,31.63607812,-72.09412096,-17.44011786,-82.60127844,-6.362356788,17.55897651,61.80141237,-11.15059736,-82.88191062,-6.625739635,-9.08698795,-21.64471901,0.754147374,-81.87486748,-6.879157591,-19.01365099,-19.99687496,-90.86433416,-81.11620235,-6.883767347
392,16.98972308,60.70016296,-9.403814613,-81.57842505,-6.942657063,31.07213985,-73.26661277,-15.68380852,-81.55813029,-7.208457231,16.99835562,60.67184396,-9.406510278,-81.57601285,-6.948147275,-8.326890364,-19.34183286,3.776014133,-80.53084177,-7.753828492,-18.80241857,-17.74236059,-92.96782119,-79.73577719,-7.760177151
392.1,16.37899746,59.83254463,-9.174838825,-80.20694031,-6.978952624,30.47005791,-74.14237352,-15.45317959,-80.18398421,-6.985182849,16.39711403,59.84191224,-9.181430945,-80.20456885,-6.983409912,-8.037741493,-16.7542695,1.643671898,-78.8454615,-8.072574914,-18.37192316,-15.19727628,-93.89220203,-78.55654016,-8.077422779
392.2,16.67363032,61.71808207,-10.04388951,-78.51185109,-7.246189317,30.56462039,-72.26742661,-18.16012424,-78.49208454,-7.252913212,16.6967489,61.75254467,-10.05205818,-78.50980276,-7.249146008,-7.656488268,-14.54594113,0.738137513,-78.19922651,-7.565123963,-18.20715476,-13.01377021,-96.53639249,-77.89107712,-7.566942644
392.3,17.61133253,63.29805178,-13.06807943,-77.87494962,-7.228401728,31.51035579,-70.69711022,-21.1850866,-77.86343037,-7.235602012,17.63485734,63.34230826,-13.0757228,-77.87384427,-7.230478834,-7.031747347,-13.88407992,-2.117819364,-77.81965301,-7.534920226,-17.53277813,-12.35724058,-98.76047145,-77.50810997,-7.53443613
392.4,18.39253359,65.04049625,-15.3916619,-77.78891205,-7.460584307,32.29871334,-68.96084937,-23.50580416,-77.78656303,-7.466916661,18.41285966,65.08019663,-15.39720738,-77.78953379,-7.462345299,-6.777163664,-13.75289731,-4.162440959,-77.46637478,-7.471112937,-17.39839466,-12.21570665,-101.7827117,-77.43529352,-7.470161787
392.5,18.53298101,66.68863827,-18.46319611,-77.46312005,-7.427746879,32.65840295,-67.31041298,-24.73842144,-77.737581,-7.427545598,18.54755048,66.71552112,-18.46646352,-77.73550604,-7.426023306,-7.191116777,-13.83895659,-6.953634038,-78.24590591,-7.126042214,-17.99387921,-13.86203242,-101.6653745,-78.51494943,-7.126053832
392.6,18.57914704,67.79040382,-18.65756649,-78.54524827,-7.386689915,32.71994629,-66.19868075,-24.93286625,-78.55524103,-7.383361656,18.37813144,67.80162231,-20.49894723,-78.54748898,-7.382481233,-7.090663056,-12.58693598,-7.160319237,-78.83000214,-6.78251808,-17.7839901,-12.60160082,-101.2177394,-79.13398098,-6.783046455
392.7,18.42367477,68.22770115,-18.03716086,-79.15439667,-7.079155956,32.37695318,-65.7460389,-26.15129182,-79.17110216,-7.076469013,18.4264578,68.22483814,-18.04678477,-79.15593327,-7.074155895,-7.739083922,-13.07863633,-8.266338347,-79.47742847,-6.459874953,-18.34748326,-13.09267126,-101.9552948,-79.80295274,-6.460668452
392.8,18.66983124,69.66773767,-17.16760113,-79.80963926,-6.778007272,32.14553002,-65.86914506,-25.0562281,-79.8296089,-6.776872685,18.66942812,69.65468916,-17.18092002,-79.81041164,-6.773077791,-8.095328033,-13.59703829,-7.163106167,-79.8809868,-6.168283391,-18.65546723,-13.61372357,-100.7960438,-80.20889625,-6.431026321
392.9,18.18092562,69.12918337,-17.82238136,-80.20249143,-6.489083986,31.89711502,-66.37707525,-23.87716741,-80.22153814,-6.490327289,17.67600259,67.52810446,-17.61433753,-80.20315148,-6.486314,-8.300627293,-14.00844893,-6.06013709,-80.54220528,-6.170112433,-18.63499281,-14.02617372,-98.00813152,-80.85570628,-6.169989142
393,18.68180839,67.7085929,-15.21252189,-80.84138662,-6.478671277,32.21868864,-67.76376199,-23.15159992,-80.85616895,-6.220708706,18.17530242,66.09834768,-15.00506187,-80.84238052,-6.480182152,-7.81729549,-14.94895701,-5.455800556,-80.62438107,-6.203840041,-18.35934148,-14.96232435,-99.4945931,-80.9111091,-6.201364993
393.1,18.88313017,66.55616631,-14.71211241,-80.89339281,-6.224388054,32.43955871,-68.89817087,-22.71441502,-80.89669429,-6.232012505,18.37529104,64.94298435,-14.50296938,-80.89461395,-6.485885755,-7.390848774,-15.4899809,-5.138993553,-80.65614665,-6.257861283,-17.94801065,-15.49441128,-99.47543878,-80.90331217,-6.2548345
393.2,18.77582185,66.11021263,-14.45180253,-80.89211838,-6.25455254,32.34841702,-69.34296255,-22.47473277,-80.88038462,-6.265119162,18.26614323,64.50887688,-14.23799098,-80.89323452,-6.496987092,-7.296910082,-15.36384235,-4.9893528,-80.63751922,-6.844705223,-17.87405903,-15.35457072,-99.6008291,-80.83570563,-7.103812234
393.3,18.56193561,66.16140158,-14.44294079,-80.84432011,-6.304640099,32.14888693,-69.2990667,-22.44336748,-80.81991629,-6.314262319,18.04603162,64.5817246,-14.22079076,-80.84520624,-6.512759028,-7.371119293,-14.89232742,-5.005711422,-80.57917715,-7.173152827,-17.9629123,-14.87115707,-99.82110742,-79.91592571,-6.901924288
393.4,18.90963248,65.52104588,-16.82184183,-70.16077099,-6.884919519,33.42013192,-68.37161737,-21.34879404,-69.86045834,-6.892206268,18.10578074,66.56005342,-16.46646311,-70.16182937,-6.533382222,24.35060745,82.61247201,-19.12299281,-70.43689399,-6.965844878,13.70580529,82.64050448,-114.1020736,-70.28592794,-6.940335747
393.5,4.550232989,66.0335054,-141.7439422,-66.92543032,-6.926006086,18.86581153,-67.87475417,-148.1305797,-66.63166309,-6.933928955,4.52289858,66.06687278,-141.7273856,-66.92591499,-6.558564911,5.660034542,69.99872472,-144.0226251,-68.02103548,-6.461616202,18.81810851,71.61555097,-32.70376858,-69.51904881,-6.423349311
393.6,6.574122328,68.13033673,-126.3856073,-66.32541025,-6.947652519,21.16889556,-68.3925554,-132.9261388,-66.31420471,-6.959217468,6.046767491,66.59165084,-126.1423585,-66.32506504,-6.588544141,5.784307898,65.50843282,-125.8839205,-67.42541442,-6.431758404,17.69454704,65.53728019,-22.01201164,-68.72745286,-6.389380242
393.7,-15.76884918,-7.458375372,-106.2271721,-67.07874042,-6.688897581,50.66676449,23.00462794,-136.2778814,-67.07985371,-6.704616449,-15.34680015,-6.09409566,-106.414121,-67.07662106,-6.356094142,5.736809479,60.3551513,-115.8569996,-67.09553446,-6.367813929,17.37064203,60.38104415,-14.8912128,-67.61031908,-6.3279853
393.8,-17.57280932,-16.37614732,-100.390172,-67.72805658,-6.398058872,48.87404598,14.17589792,-130.480105,-67.73947653,-6.414875896,-17.11063822,-14.89633476,-100.598425,-67.72231026,-6.103972695,6.359777174,59.2033466,-111.1657445,-67.18592305,-6.299732674,18.36019189,60.81022081,-11.57703529,-66.2894226,-6.265649945
393.9,-19.26358747,-19.56870302,-95.88691126,-67.84106587,-6.34264698,47.97591366,10.04870224,-126.2555713,-67.86239386,-6.358187714,-18.7825145,-18.03529368,-96.10681404,-67.83270022,-6.09559184,6.492130913,61.21987811,-105.5643648,-66.97253859,-6.517048291,17.49866441,61.2379867,-9.74784689,-65.72876861,-6.228563235
394,-19.52683368,-20.92235842,-92.44393007,-67.21694963,-6.284015833,47.22725296,7.197544491,-122.4598019,-67.24483013,-6.297402317,-19.53367608,-20.93481207,-92.4447996,-67.20738247,-6.084797113,7.114340296,63.4303567,-104.4305762,-66.01887957,-6.515199657,17.91469299,63.44057014,-10.0085867,-65.28055023,-6.496722436
394.1,-20.32331479,-21.84204707,-94.14434976,-67.06651664,-6.244753883,46.37513301,8.959536446,-122.0505049,-67.09569654,-6.25674993,-20.1095214,-21.82872175,-92.31055858,-67.0570674,-6.605282344,7.620228811,66.03053945,-104.7443017,-65.83783846,-6.811827829,18.87259927,65.01728749,-13.1092161,-65.11024498,-6.804341328
394.2,-20.06322879,-19.92514746,-95.04578323,-66.77926739,-6.505105177,46.64508805,10.93820875,-122.8220468,-66.80336784,-6.516079561,-20.05117183,-19.88469064,-95.04938213,-66.77089737,-6.877189812,7.779141375,68.31500807,-107.4853737,-66.09937172,-7.389742808,17.71715956,66.7307698,-15.15932757,-65.14409215,-7.391799586
394.3,-19.7594426,-17.53557549,-97.79139632,-66.59188022,-6.804419315,46.95242896,13.36209197,-125.4856956,-66.60617895,-6.813144811,-19.74339752,-17.48637237,-97.79720111,-66.58615486,-6.895949239,7.321250822,68.26142444,-109.8551654,-66.23321536,-7.447661116,18.29508449,69.84832805,-17.37233898,-65.8940813,-7.715575795
394.4,-18.11077013,-16.95615686,-100.4749767,-66.52152753,-7.386978199,47.81782882,14.96736706,-127.7878603,-66.25180579,-7.391276685,-18.87628092,-15.89871037,-100.135843,-66.51886273,-7.178801754,7.717143882,68.30327477,-111.953217,-66.23715211,-7.482042283,18.77307885,69.8937137,-18.65610601,-66.54897638,-7.496916874
394.5,-18.06163337,-14.96072419,-101.5425726,-65.5425245,0.736917679,48.43292293,15.98188935,-131.0386834,-65.5331283,0.734546564,-17.54667046,-13.34819496,-101.7721393,-65.5420878,0.719513981,8.526083472,69.14723978,-113.3350359,-66.42685762,0.708472246,19.17427342,69.15010214,-18.9977775,-67.11826254,0.683356873
394.6,-17.26668949,-12.6075972,-102.0467723,-65.63797201,4.501656022,48.48830919,16.99676766,-133.1585075,-65.35133982,4.497955063,-17.4585294,-12.59749744,-103.8878863,-65.63913381,4.505951279,8.111275232,68.51107203,-115.2140452,-67.13378868,4.811735134,19.04426922,68.50447862,-18.37188143,-67.62194432,5.044467148
394.7,-17.51282985,-12.29805565,-103.3140316,-65.51222647,7.070101728,48.91050093,19.22591256,-132.8007159,-65.77072572,7.065816689,-17.00170989,-10.71479976,-103.5327557,-65.51479433,7.086653889,7.669951442,67.93560024,-114.4528561,-67.04147714,7.435204358,18.4408649,67.92685173,-19.03913633,-68.08424415,7.408480247
394.8,-16.96561202,-13.43783654,-102.5923593,-66.5458679,8.108864561,48.14901557,17.79662853,-131.4838139,-66.54614881,8.104502445,-16.96229951,-13.47632387,-102.5821995,-66.54949219,8.391629564,7.18323076,67.4522321,-113.2650602,-66.97889614,8.75698449,19.24192728,68.03412049,-18.28023286,-68.25954969,8.735265324
394.9,-17.3014962,-13.84649538,-101.3817476,-66.84738794,8.795643646,47.79654916,17.59897036,-130.22225,-66.85738673,8.791658976,-17.31610371,-13.93014039,-101.3647678,-66.85182937,8.816791623,6.765620306,67.16365866,-112.0016924,-67.22731136,9.175102799,18.30304174,66.15499772,-16.92562024,-68.16944558,9.159953112
395,-17.64460944,-14.38139165,-100.3569026,-66.93523324,8.960014318,47.44606941,17.18745899,-129.1202381,-67.22080131,8.956902892,-17.67186953,-14.4864624,-100.3389473,-66.94044623,8.977043767,6.491663493,67.13089489,-110.9763835,-67.24032132,9.31190208,17.98150847,66.11851283,-16.19500729,-68.09804587,9.303585545
395.1,-17.99316118,-17.05616922,-99.65823298,-67.04939166,8.698828853,47.09426682,14.55952742,-128.3341198,-67.32511651,8.696539098,-18.02435831,-17.15369571,-99.6437812,-67.05564534,8.710664412,6.808011205,66.75254783,-110.5369778,-67.27023774,9.007123396,17.75549321,64.13442148,-15.87771932,-66.95719271,9.005841181
395.2,-17.43827618,-18.10459971,-97.75504356,-67.69584993,8.099041383,47.65300156,13.48735532,-126.3511931,-67.40771846,8.096982625,-17.67197295,-18.17423353,-99.58418462,-67.70274977,8.367131987,7.375315767,66.38145417,-110.5426787,-67.29741759,8.079939796,18.279084,63.7537213,-16.17183106,-66.90501348,8.084191881
395.3,-17.43533421,-18.37479608,-97.83438408,-67.76655528,7.210203008,47.67134885,13.13288459,-126.3643872,-67.72843835,7.207817456,-17.66018627,-18.40846048,-99.66932561,-67.77294752,7.212049644,7.088949262,65.01770596,-110.4725573,-67.3163013,7.130109443,18.43278901,64.01442138,-16.47929109,-66.86999604,7.137170326
395.4,-17.07124617,-16.60834941,-98.2953511,-67.78626461,6.366839426,48.33940795,12.19391029,-126.9102159,-67.73365243,6.363630354,-17.77793114,-18.19584749,-99.91804076,-67.79085106,6.364134401,-11.74514512,1.262780518,-102.5116341,-67.32759593,6.255018739,-15.76958236,-0.289708857,-132.5847398,-66.85156921,6.001718063
395.5,-17.21959619,-16.17902066,-98.60440233,-67.75292243,5.893886839,48.1652317,12.51094642,-127.1914613,-67.69283632,5.889659858,-18.2043637,-15.13601549,-100.1026517,-67.75467474,5.887956542,-16.11538953,-11.69334482,-101.0213,-67.87576322,6.050954897,-17.68280517,-11.63236627,-113.5595818,-70.1096026,5.807549327
395.6,-8.397019591,-15.66132244,-18.46933679,-69.84806458,5.547731073,57.1583548,12.96955181,-45.20050639,-69.24974566,5.543610333,25.20797081,92.33255986,-33.13136993,-69.84671718,5.541034677,-9.234714828,-17.79220377,-18.19779429,-70.3203857,6.021249564,-18.52931066,-16.18000105,-105.1282367,-70.71014211,6.58837252
395.7,20.5131949,74.48574312,-20.94096372,-70.59023199,6.362910581,35.28164647,-59.28481035,-27.42587041,-70.54880725,6.359735762,20.46837184,74.32242178,-20.91500486,-70.58678902,6.357066922,-8.821297368,-18.99326902,-8.310313815,-70.60615813,6.393476123,-19.36548403,-20.67070168,-97.8564093,-70.79213937,6.729822587
395.8,19.09360257,67.49777731,-15.24990456,-70.54135695,6.501686091,33.9060927,-66.19352206,-21.73964668,-70.52428717,6.500929236,19.0868515,67.44557746,-15.24132439,-70.53684284,6.497210646,-8.637398203,-21.50124419,-1.440101161,-70.61950284,6.587380386,-18.97489606,-21.68825453,-94.27866146,-69.77059876,6.6652757
395.9,18.68821613,62.69485459,-11.28336981,-70.24206464,6.973722319,33.58444672,-70.93755135,-17.78589085,-70.24768916,6.974325465,18.69673774,62.68680539,-11.28410402,-70.23712916,6.971108436,-7.599585478,-21.20902697,-0.037022097,-69.52747496,6.529240587,-17.95159689,-21.45704007,-93.28520125,-68.42395885,6.847036828
396,17.87041626,59.55553504,-9.495801895,-68.85850316,7.18716397,32.08705494,-73.02752356,-15.67975941,-68.87924891,7.187757475,17.09918226,60.56857561,-9.160136219,-68.85416699,7.187019062,-7.828518693,-19.97830863,3.457552091,-67.57934503,6.953023594,-17.73540481,-21.23690581,-93.4461853,-66.48303366,6.980511413
396.1,17.77682983,60.22117584,-9.562098494,-66.92064029,7.60586397,31.6042622,-73.92075079,-15.562974,-66.94825446,7.605926663,17.00682895,61.24014844,-9.229313229,-66.91748275,7.60716957,-7.448628783,-17.61223018,1.31836161,-66.41133592,7.054018063,-17.22177081,-18.80102725,-94.40496448,-65.86332598,7.052415715
396.2,17.24923081,60.63567678,-12.047211,-66.06085947,7.671909814,32.13750059,-70.29713507,-18.50385701,-66.08866454,7.668126505,16.47694518,61.65317007,-11.71469004,-66.05896429,7.673426746,-7.096469996,-15.39032092,0.44369566,-65.7802399,7.082572174,-17.09220392,-16.48460095,-97.04688331,-65.51135182,7.060559631
396.3,17.4255418,63.1959489,-14.75109444,-64.93902993,7.639303703,32.34691942,-67.7322445,-21.22491526,-65.50286979,7.367435245,16.64898131,64.20784675,-14.41717078,-64.93788047,7.640147232,-7.149638749,-13.79495667,-2.107723357,-64.89807147,7.051795848,-17.11544383,-14.80582301,-98.99797239,-64.90811298,7.019543055
396.4,18.21002191,67.17465414,-17.05430064,-65.18692343,6.483414389,32.1434025,-66.95043317,-23.10493002,-64.92812175,6.470396111,16.93577424,66.58280226,-16.50469061,-64.91309994,6.483173602,-7.338772112,-13.03729158,-3.962764393,-64.8579954,6.990489767,-17.43971018,-13.99249995,-101.8638561,-65.7027464,6.956029426
396.5,18.18328491,67.10988371,-18.07200336,-65.20276682,6.350183956,33.08055726,-63.83830745,-24.55420759,-65.18751695,6.336938322,17.88644638,69.68611224,-17.9519357,-65.19090224,6.349006582,-7.636583949,-13.2641806,-6.812919086,-65.40527787,7.186322921,-17.43750414,-14.19518334,-102.0458959,-66.02544579,7.155359354
396.6,19.62475206,68.69968088,-18.83496496,-65.80890147,5.97600717,33.51302022,-65.45102994,-24.8825822,-65.76994319,5.960646789,18.8301499,69.65977023,-18.50136946,-65.79438431,5.974464437,-7.179258709,-14.75219923,-7.186058201,-66.01613682,7.12785152,-16.88161275,-15.68504221,-101.7572607,-66.941719,7.103331791
396.7,19.68236781,68.5840985,-20.2149264,-66.72056996,5.902109702,33.75669424,-65.57736811,-24.41216303,-66.67137627,5.885911476,18.88584792,69.53123067,-19.88134355,-66.70900065,5.900715543,-7.442798155,-15.8069481,-8.471563132,-66.94627167,7.085783734,-16.85844011,-16.75746152,-100.8074126,-67.60491224,7.067092312
396.8,19.54634482,68.1860264,-19.16916569,-67.36717762,6.397574478,33.61483639,-65.97861103,-23.35298093,-67.32203115,6.384081271,18.75112492,69.1332998,-18.83700869,-67.3618058,6.396550563,-6.909480679,-17.51943255,-7.757276344,-67.61916277,7.059308831,-17.27512303,-17.47840277,-101.5029462,-68.52111252,7.044425709
396.9,18.41213015,68.62611454,-17.6014825,-68.53297029,6.417190939,33.27620147,-66.53088352,-22.11552729,-68.23151021,6.40894903,18.40736047,68.58568381,-17.60980166,-68.53457122,6.416393264,-7.218079598,-17.86235389,-6.591134075,-68.54029859,7.043477757,-17.58487078,-17.80355418,-100.4742643,-68.85793715,6.769286511
397,18.77170614,67.09853212,-16.88463859,-88.65271582,6.47224782,33.96193239,-66.4674005,-23.45683086,-88.64158074,6.470342837,18.77167495,67.07350675,-16.89268913,-88.66013446,6.471301133,-7.503878096,-17.84897078,-5.625026094,-88.68262994,6.772157551,-17.42057095,-16.15485505,-99.95300571,-88.67702695,6.764446
397.1,18.93753172,65.71373254,-18.4095899,-84.35552889,6.54405373,34.37368232,-67.86304266,-23.20006178,-84.63218517,6.548838229,18.94032891,65.7042061,-18.41519782,-84.3662912,6.54254827,-6.436111786,-16.9747131,-5.537034725,-84.39923241,6.765783945,-17.75732493,-15.8578382,-99.54182067,-84.34874084,6.767149773
397.2,18.60936726,65.52048514,-18.16817294,-81.58911033,6.618779018,34.08237023,-68.05009967,-23.0348648,-81.60806838,6.629850684,18.81763678,65.52302653,-16.33332743,-81.60070211,6.61641403,-6.754842483,-16.57027177,-7.108643606,-81.63459936,6.764514069,-18.21878235,-15.4575797,-101.3307858,-81.2916769,6.772672958
397.3,19.1766718,64.60194322,-18.57180322,-80.68638949,7.207856728,34.6750999,-68.93866881,-23.50417386,-80.71347681,6.961540519,19.38450692,64.60794113,-16.73644259,-80.69790419,6.943519702,-6.019986768,-17.08704337,-7.481226516,-80.45282912,6.510044627,-17.58609343,-15.99967414,-101.8718314,-80.37936704,6.520972014
397.4,19.31981439,64.58639526,-18.92710825,-80.1731136,7.249436008,34.8331728,-68.90141317,-23.90274025,-80.2021068,7.008713368,19.52421446,64.58755458,-17.08954203,-80.18270433,7.24697242,24.61247213,81.87684617,-21.30620646,-80.19691903,6.793898753,12.98683602,82.93392589,-115.8413449,-79.86538848,6.804851994
397.5,5.284238041,65.06343474,-141.9501681,-80.23307759,7.250953716,19.80879186,-67.36910439,-148.4282627,-80.25918622,7.027484922,5.069685484,65.0589934,-143.7843112,-80.23980458,7.249633168,6.320839688,69.02732924,-144.3523139,-80.26703768,7.356334913,18.21646588,70.04112024,-32.45723883,-83.48277914,7.365688152
397.6,6.915983889,65.71394428,-126.2894139,-82.67659187,7.216375825,22.23530638,-67.65548548,-133.1112456,-82.69714309,7.019855794,7.118252788,65.70572439,-124.4503744,-82.68058542,7.21573952,6.359110814,62.95821739,-124.0954283,-83.85563662,7.40856179,17.2237875,63.93354399,-21.68846346,-84.41283051,7.676352325
397.7,-14.94620908,-8.10660122,-106.4651816,-85.01292983,7.42393417,51.27749443,24.59608686,-135.8561504,-85.02589561,7.775993098,-14.53844201,-6.756828074,-106.6517752,-85.01467634,7.42365749,6.024877918,62.83656332,-113.8166597,-84.89602513,7.460746465,16.85885518,61.19595504,-14.41632358,-84.94363502,7.722361689
397.8,-17.26131907,-13.81673254,-98.52187618,-85.77287277,7.640263043,48.01140047,15.77367958,-127.2859642,-85.50847775,7.998529937,-17.79459952,-15.54061275,-98.29904432,-85.7727862,7.640338643,5.71629352,60.80496747,-108.631657,-85.66922712,7.756474618,16.86299917,60.74742707,-10.54882403,-85.17001689,7.746858539
397.9,-18.72237712,-19.57365229,-94.18734625,-86.17377583,7.613197516,47.0592711,11.61292058,-122.9570753,-86.1805192,7.958500795,-18.74311536,-19.6332433,-94.19307343,-86.17199893,7.613296583,6.076417092,60.34010835,-103.109202,-85.22277024,7.487693461,16.68818603,60.28753336,-8.986143204,-84.40797215,7.470708355
398,-18.33888156,-22.05154723,-93.00722286,-85.03282745,7.598460227,47.46012332,9.114869262,-121.6191285,-85.03793493,7.657237521,-18.34286074,-22.06332499,-93.01843941,-85.02980472,7.598228983,7.338484491,61.49761454,-104.1916826,-84.27637253,7.176899794,17.89506004,61.46821941,-9.588601766,-83.41428926,7.15758259
398.1,-17.90934992,-22.11447947,-93.35598619,-83.93830716,7.064638049,47.90809588,9.039335445,-121.8911483,-83.94070165,7.350763918,-18.39090024,-23.68952618,-93.15481049,-83.93559489,7.063901221,8.327292391,63.4289244,-104.7579477,-83.3747785,6.059836221,18.52036449,63.42415435,-12.57045561,-81.9449488,6.305290273
398.2,-17.70012543,-20.45637385,-96.1854163,-82.12498971,6.79254392,48.13327865,10.69970514,-124.7249154,-82.39646161,6.526289585,-18.17438395,-22.01065148,-95.98112757,-82.1236856,6.791291622,8.802821714,65.45567335,-105.7713996,-81.77808014,5.993819746,18.74314672,65.46974735,-15.32675395,-81.4265601,5.983199503
398.3,-17.4781103,-17.98306016,-98.91418244,-81.30254333,6.521203514,48.56762107,13.18885407,-125.6752047,-81.30394955,6.243262951,-17.9507785,-19.53173101,-98.70506478,-81.30285357,6.519521891,8.713296967,66.99552317,-108.3834766,-81.2059652,6.208677626,18.70112363,67.02225307,-17.37057162,-81.14283387,5.946265957
398.4,-17.06827599,-15.50180761,-99.173277,-80.48262733,6.251672504,48.77400034,15.69907482,-127.8580465,-80.48324708,6.237216041,-17.74844821,-17.0577418,-100.7974109,-80.4828068,6.249711829,8.993899341,66.81604894,-112.4667894,-80.39605684,6.184097883,18.50713675,67.85701336,-18.43947391,-80.63869577,5.953523975
398.5,-16.31977107,-14.57811193,-102.5224267,-80.01035456,6.246979393,48.73174168,17.64904239,-130.9407468,-80.00733531,6.241713331,-17.59028866,-15.1564587,-101.9588209,-80.00911488,6.245023748,8.310812035,69.52933705,-113.2793569,-80.22086785,6.189141466,19.52414157,68.62028297,-19.08439689,-80.51192883,6.266692664
398.6,-17.00821703,-12.49667523,-102.379905,-80.20950488,6.249769652,48.64286103,18.75459282,-133.028512,-79.92670557,6.253893686,-17.70200209,-14.08240434,-103.9965511,-80.20735828,6.247836902,7.749178757,69.13535987,-115.1191962,-81.26260967,6.228313889,18.26695698,69.19943328,-19.89408565,-81.60679553,6.604903969
398.7,-16.62383666,-12.93522487,-103.891609,-81.36137344,6.266231588,49.45898287,18.33695052,-130.8539454,-81.06847797,6.277884966,-17.11792969,-14.53429527,-103.669181,-81.35927828,6.264273054,8.035235611,67.71816895,-114.6395101,-81.63154814,6.558446726,18.11446038,66.12779164,-18.78936109,-82.27955293,6.941725862
398.8,-16.24938535,-13.81832763,-103.0396894,-82.07407145,6.302487846,49.63796725,17.5015112,-131.7675091,-82.04566288,6.580432928,-16.2570942,-13.82784117,-103.0306975,-82.0731027,6.300486808,7.784312409,64.80876728,-113.4757554,-82.36415443,6.637345834,18.85038665,66.38938465,-17.95120137,-82.74512417,7.258205392
398.9,-16.80575441,-16.18175434,-101.6656524,-82.82732967,6.616141662,49.56150243,16.79361231,-130.4903794,-82.7999348,6.631754789,-16.32542417,-14.59671713,-101.8695292,-82.82742453,6.614722662,7.739221024,64.14211015,-112.2783595,-82.85526704,7.229856442,18.77380299,65.71632514,-16.93733043,-83.21102613,7.282160515
399,-16.6168223,-15.23090109,-100.7903924,-83.82918104,6.666618821,48.75437219,14.61010625,-129.0628727,-84.0793001,6.939779318,-16.6241393,-15.24590678,-100.7843437,-83.82937169,6.666177097,7.586583966,63.99858442,-111.2070303,-83.8545575,7.270519602,18.08384172,63.99997847,-15.99298153,-83.89709153,7.276850926
399.1,-17.00254822,-15.70850847,-100.0035967,-84.22456871,7.229086235,48.8398962,15.82295238,-128.3688794,-84.21407042,7.234898185,-17.00890304,-15.72332097,-100.0000866,-84.22359851,7.229263597,7.905347104,65.86348729,-110.6724777,-83.97413667,7.27182549,17.86821732,64.32513246,-15.60488492,-83.96420557,7.247368408
399.2,-17.16284672,-16.00166168,-97.74893243,-84.26208476,7.243881606,48.68011764,15.65573695,-126.0264691,-84.26482814,7.242197845,-17.37022227,-16.01862318,-99.5871104,-84.25978783,7.244054346,7.981808639,66.39141404,-108.4853412,-84.01275778,7.238794123,17.69990432,64.90397811,-15.56571412,-83.94767165,7.19938045
399.3,-17.90193115,-17.68402139,-97.51201893,-84.21239758,7.230214445,47.94507681,14.08011371,-125.7368213,-84.2300851,7.223431326,-17.62187842,-16.10401345,-99.55872171,-84.20962357,7.23008167,7.923274486,67.0028899,-108.5436644,-83.96656582,7.181961798,17.60152289,65.53265364,-15.83294624,-82.77016711,7.139908469
399.4,-16.33211741,-17.46659944,-98.52805592,-83.00279016,7.196016665,48.23905676,13.74955773,-126.1888519,-83.03328167,7.187351233,-17.81757464,-18.10183675,-99.81861959,-83.00059603,7.195462176,-11.22176268,-0.75620746,-100.7150427,-83.02962755,6.852421853,-14.24705246,0.975065822,-133.2563366,-82.62171505,6.815596084
399.5,-16.59609517,-16.85122673,-98.86688289,-82.83396416,7.150098485,49.56949537,12.4164665,-127.217771,-82.86921277,7.142180305,-16.49880037,-19.4544675,-100.8350492,-82.83304711,7.149001575,-14.34698593,-13.06604844,-99.8289853,-83.14515656,7.320566687,-15.46948958,-11.33907301,-114.5670191,-85.19082044,7.296215382
399.6,-7.671874949,-16.50441439,-18.86540081,-84.03176301,6.835609248,58.9853867,14.34266428,-47.44094443,-84.06536798,6.568553534,26.17034467,91.13047819,-33.38914862,-84.0305727,6.833874265,-7.559171339,-19.59389685,-18.9294713,-85.73065168,7.302034073,-16.38439102,-17.91924312,-104.1763712,-86.47228839,7.294974506
399.7,21.57476305,73.34288592,-21.35231394,-86.12244405,7.05190021,37.22673656,-59.96347711,-28.03921468,-86.14610747,7.046371199,21.78582079,74.70058373,-23.38336806,-86.11894002,7.050110538,-7.352567988,-20.92687919,-10.9026521,-86.21678409,7.316801254,-17.50632239,-22.49533759,-98.70685203,-86.46566302,7.325581744
