time,AUV5_ESO_Estimation,AUV6_ESO_Reference,AUV6_ESO_Estimation,AUV7_ESO_Reference,AUV7_ESO_Estimation,AUV8_ESO_Reference,AUV8_ESO_Estimation,AUV9_ESO_Reference,AUV9_ESO_Estimation,
393.2,-0.301933029,-0.31,-0.303536198,-0.29,-0.302681548,-0.29,-0.301077116,-0.31,-0.302073824,-0.31
393.3,-0.302859728,-0.31,-0.302773645,-0.29,-0.303966358,-0.29,-0.300812296,-0.31,-0.302185331,-0.31
393.4,-0.308663913,-0.31,-0.308410447,-0.31,-0.309528607,-0.31,-0.311370746,-0.31,-0.312557427,-0.31
393.5,-0.311537341,-0.31,-0.311177628,-0.31,-0.312002167,-0.31,-0.321978295,-0.31,-0.326666187,-0.33
393.6,-0.315611389,-0.33,-0.315147672,-0.31,-0.315732136,-0.31,-0.32735463,-0.33,-0.328504665,-0.33
393.7,-0.3231559,-0.31,-0.323322165,-0.33,-0.322983469,-0.33,-0.322942685,-0.31,-0.323481363,-0.31
393.8,-0.32181049,-0.31,-0.321865348,-0.33,-0.321188351,-0.33,-0.315014177,-0.31,-0.315221728,-0.33
393.9,-0.316062011,-0.31,-0.316067408,-0.33,-0.315001362,-0.33,-0.308183967,-0.31,-0.308072977,-0.31
394,-0.308783854,-0.31,-0.308788562,-0.31,-0.307588777,-0.31,-0.30106622,-0.31,-0.300900048,-0.31
394.1,-0.303724396,-0.29,-0.303721111,-0.31,-0.302697109,-0.29,-0.296637479,-0.31,-0.296580552,-0.31
394.2,-0.29871732,-0.29,-0.298852047,-0.31,-0.298238707,-0.29,-0.29491056,-0.31,-0.295056786,-0.29
394.3,-0.296423692,-0.29,-0.296782547,-0.31,-0.296588274,-0.29,-0.296174196,-0.29,-0.295781734,-0.31
394.4,-0.296909195,-0.29,-0.29721235,-0.31,-0.297229555,-0.29,-0.29946869,-0.29,-0.298590619,-0.31
394.5,-0.304223406,-0.29,-0.304563024,-0.31,-0.30443879,-0.31,-0.308284804,-0.31,-0.307567309,-0.31
394.6,-0.313018494,-0.31,-0.313362183,-0.31,-0.313257126,-0.31,-0.317265746,-0.31,-0.316790816,-0.31
394.7,-0.315533744,-0.31,-0.315666249,-0.33,-0.315782462,-0.33,-0.317414085,-0.31,-0.317169618,-0.31
394.8,-0.312749762,-0.31,-0.312905289,-0.31,-0.313106329,-0.31,-0.315506564,-0.31,-0.315563234,-0.33
394.9,-0.309660936,-0.31,-0.3098349,-0.31,-0.309895045,-0.31,-0.31105491,-0.31,-0.311346838,-0.31
395,-0.305818887,-0.31,-0.306142132,-0.31,-0.305916359,-0.31,-0.306012846,-0.31,-0.306650355,-0.31
395.1,-0.302142849,-0.29,-0.302708913,-0.29,-0.302135031,-0.29,-0.301080019,-0.31,-0.302158499,-0.29
395.2,-0.298220481,-0.29,-0.298804062,-0.29,-0.298131235,-0.29,-0.296648553,-0.31,-0.297794815,-0.29
395.3,-0.295891773,-0.29,-0.296481865,-0.29,-0.295750301,-0.29,-0.294422693,-0.29,-0.29578989,-0.29
395.4,-0.295447648,-0.31,-0.296250826,-0.29,-0.295276229,-0.29,-0.299601838,-0.31,-0.301083157,-0.29
395.5,-0.296425042,-0.31,-0.299044255,-0.29,-0.298033413,-0.31,-0.308177871,-0.31,-0.31401625,-0.31
395.6,-0.303508577,-0.31,-0.30414234,-0.29,-0.303387649,-0.31,-0.314539929,-0.31,-0.317232977,-0.33
395.7,-0.315630112,-0.31,-0.315555411,-0.31,-0.315672911,-0.31,-0.314331403,-0.33,-0.314826431,-0.31
395.8,-0.319314894,-0.33,-0.319020156,-0.33,-0.319285994,-0.33,-0.310353842,-0.31,-0.309710339,-0.31
395.9,-0.317137833,-0.33,-0.31667123,-0.33,-0.317137537,-0.33,-0.305761112,-0.31,-0.304651588,-0.31
396,-0.311870203,-0.31,-0.311397137,-0.31,-0.311865671,-0.31,-0.303494103,-0.29,-0.302171531,-0.29
396.1,-0.305641851,-0.31,-0.305120101,-0.29,-0.305635143,-0.31,-0.29998456,-0.29,-0.299170044,-0.29
396.2,-0.301558624,-0.29,-0.301016963,-0.31,-0.301560191,-0.29,-0.298222275,-0.29,-0.298022667,-0.29
396.3,-0.297309507,-0.29,-0.29685643,-0.31,-0.297312853,-0.29,-0.298269985,-0.29,-0.2984661,-0.29
396.4,-0.295418327,-0.31,-0.295400706,-0.29,-0.295748231,-0.29,-0.299484907,-0.29,-0.299501447,-0.29
396.5,-0.295319518,-0.29,-0.295315249,-0.31,-0.295476316,-0.31,-0.298651726,-0.29,-0.298809815,-0.29
396.6,-0.296644564,-0.31,-0.296654218,-0.29,-0.296774925,-0.31,-0.299762207,-0.29,-0.300093172,-0.29
396.7,-0.298860617,-0.31,-0.298861857,-0.29,-0.298913786,-0.31,-0.300515245,-0.29,-0.300953696,-0.29
396.8,-0.301238097,-0.31,-0.301177409,-0.29,-0.3012279,-0.31,-0.300772799,-0.29,-0.301258608,-0.29
396.9,-0.301301599,-0.31,-0.302904615,-0.29,-0.301231626,-0.31,-0.300526904,-0.29,-0.301202429,-0.29
397,-0.305879085,-0.31,-0.307518269,-0.31,-0.305794552,-0.31,-0.305194107,-0.29,-0.306218025,-0.31
397.1,-0.311731776,-0.31,-0.311587132,-0.31,-0.31164495,-0.31,-0.310042455,-0.31,-0.310882362,-0.31
397.2,-0.313129258,-0.31,-0.312966333,-0.31,-0.313022649,-0.31,-0.311099476,-0.31,-0.31173414,-0.31
397.3,-0.31204019,-0.31,-0.313620623,-0.31,-0.312039451,-0.31,-0.310739864,-0.31,-0.311180624,-0.31
397.4,-0.31106005,-0.31,-0.311213144,-0.31,-0.311088422,-0.31,-0.313763661,-0.31,-0.314082929,-0.31
397.5,-0.308032315,-0.31,-0.308491212,-0.31,-0.308048253,-0.31,-0.31804949,-0.31,-0.321970967,-0.31
397.6,-0.308602971,-0.31,-0.309317894,-0.31,-0.308611167,-0.31,-0.319597729,-0.31,-0.319748445,-0.31
397.7,-0.314980857,-0.31,-0.316106734,-0.33,-0.315084867,-0.33,-0.314622934,-0.33,-0.313235057,-0.31
397.8,-0.31482617,-0.33,-0.315658083,-0.31,-0.314827121,-0.31,-0.307254425,-0.31,-0.305940622,-0.31
397.9,-0.310709969,-0.31,-0.311308079,-0.31,-0.310639404,-0.31,-0.302731308,-0.29,-0.301649257,-0.29
398,-0.306037488,-0.31,-0.306190323,-0.31,-0.305932866,-0.31,-0.298585712,-0.29,-0.297956404,-0.29
398.1,-0.30188135,-0.31,-0.30170675,-0.31,-0.301786716,-0.29,-0.297139356,-0.29,-0.297109582,-0.29
398.2,-0.300817333,-0.31,-0.300884098,-0.31,-0.300724154,-0.29,-0.297867607,-0.29,-0.29814382,-0.29
398.3,-0.299341582,-0.31,-0.299580878,-0.31,-0.299309003,-0.29,-0.299718257,-0.29,-0.300717534,-0.29
398.4,-0.299345038,-0.31,-0.299721749,-0.31,-0.299368114,-0.29,-0.302210478,-0.29,-0.303717289,-0.29
398.5,-0.300249812,-0.31,-0.300711701,-0.31,-0.300287572,-0.29,-0.304558643,-0.31,-0.306047143,-0.31
398.6,-0.3014331,-0.31,-0.301970788,-0.31,-0.301478583,-0.29,-0.306192269,-0.31,-0.307320674,-0.31
398.7,-0.302784978,-0.31,-0.303357036,-0.31,-0.302816703,-0.29,-0.30531418,-0.31,-0.305626807,-0.29
398.8,-0.304159112,-0.31,-0.304710301,-0.31,-0.304171424,-0.31,-0.305251531,-0.29,-0.304846969,-0.31
398.9,-0.30506898,-0.29,-0.30548073,-0.31,-0.305091742,-0.31,-0.304478945,-0.29,-0.303692096,-0.31
399,-0.305501416,-0.31,-0.305857179,-0.29,-0.305530001,-0.31,-0.304884034,-0.29,-0.304165776,-0.29
399.1,-0.305654332,-0.31,-0.305551747,-0.31,-0.30568964,-0.31,-0.303358014,-0.31,-0.302937313,-0.29
399.2,-0.305095772,-0.31,-0.304880646,-0.31,-0.305147615,-0.31,-0.302040004,-0.31,-0.302074004,-0.29
399.3,-0.304491347,-0.29,-0.304319293,-0.29,-0.304509904,-0.31,-0.301446147,-0.31,-0.30195607,-0.29
399.4,-0.3039611,-0.31,-0.303805968,-0.29,-0.303959258,-0.29,-0.304930913,-0.29,-0.305302933,-0.31
399.5,-0.303350761,-0.31,-0.303337681,-0.29,-0.303324493,-0.29,-0.312333091,-0.31,-0.317043898,-0.33
399.6,-0.306459556,-0.31,-0.306540949,-0.31,-0.306471192,-0.31,-0.317064207,-0.31,-0.318583522,-0.33
399.7,-0.316036048,-0.31,-0.315809873,-0.31,-0.316188803,-0.33,-0.314900813,-0.33,-0.314914596,-0.31
399.8,-0.317644703,-0.31,-0.317289085,-0.31,-0.317661927,-0.33,-0.3095176,-0.31,-0.308870135,-0.31
399.9,-0.314585501,-0.31,-0.313813432,-0.33,-0.314492833,-0.31,-0.305624807,-0.31,-0.3047096,-0.31
400,-0.308913306,-0.31,-0.308002413,-0.31,-0.308773914,-0.31,-0.300451426,-0.29,-0.299686698,-0.29
400.1,-0.305051941,-0.31,-0.304077701,-0.29,-0.30497381,-0.31,-0.297293579,-0.29,-0.296834982,-0.29
400.2,-0.300058588,-0.31,-0.299396427,-0.29,-0.299999586,-0.31,-0.296254604,-0.29,-0.296354099,-0.29
400.3,-0.297163925,-0.31,-0.296851107,-0.29,-0.297156968,-0.31,-0.297060831,-0.29,-0.297608741,-0.29
400.4,-0.296068241,-0.31,-0.296135399,-0.29,-0.296102012,-0.31,-0.298943159,-0.29,-0.299513606,-0.29
400.5,-0.298180022,-0.31,-0.298132284,-0.29,-0.298222104,-0.31,-0.302172591,-0.29,-0.302687401,-0.29
400.6,-0.305847536,-0.31,-0.305176522,-0.31,-0.305302984,-0.29,-0.309350658,-0.31,-0.310023903,-0.31
400.7,-0.31059396,-0.31,-0.309462065,-0.31,-0.309564713,-0.31,-0.312569923,-0.31,-0.313193478,-0.31
400.8,-0.312530585,-0.31,-0.311508003,-0.31,-0.311610132,-0.31,-0.313066359,-0.31,-0.313553762,-0.31
400.9,-0.312493394,-0.31,-0.311883155,-0.31,-0.311992332,-0.31,-0.311982415,-0.31,-0.31231927,-0.31
401,-0.310944065,-0.31,-0.310693166,-0.31,-0.311128181,-0.31,-0.309955738,-0.31,-0.310043241,-0.31
401.1,-0.307945935,-0.31,-0.307794642,-0.31,-0.308232202,-0.31,-0.307030588,-0.31,-0.307010994,-0.31
401.2,-0.305129584,-0.31,-0.305100823,-0.29,-0.305516475,-0.29,-0.304198227,-0.29,-0.304227763,-0.31
401.3,-0.310221178,-0.31,-0.310054627,-0.31,-0.310469116,-0.31,-0.309202318,-0.31,-0.309432049,-0.31
401.4,-0.313982482,-0.31,-0.313877935,-0.31,-0.314185999,-0.31,-0.317887639,-0.31,-0.31811315,-0.33
401.5,-0.311062749,-0.31,-0.312800869,-0.31,-0.311184079,-0.31,-0.323769989,-0.31,-0.32806997,-0.33
401.6,-0.312115704,-0.31,-0.312019191,-0.31,-0.312183633,-0.31,-0.325223971,-0.33,-0.326432661,-0.33
401.7,-0.320528858,-0.33,-0.320989954,-0.31,-0.320638637,-0.31,-0.319060582,-0.33,-0.319183831,-0.33
401.8,-0.319233237,-0.33,-0.319598802,-0.31,-0.319167157,-0.31,-0.310561436,-0.31,-0.310463953,-0.31
401.9,-0.313289498,-0.31,-0.313536201,-0.31,-0.31313926,-0.31,-0.302099956,-0.31,-0.301591206,-0.31
402,-0.305190128,-0.31,-0.305476043,-0.29,-0.305065829,-0.31,-0.297491049,-0.31,-0.296910339,-0.31
402.1,-0.298524344,-0.29,-0.298833581,-0.31,-0.298429665,-0.31,-0.294286897,-0.29,-0.293715098,-0.29
402.2,-0.296483798,-0.31,-0.296930309,-0.31,-0.296493559,-0.31,-0.293845898,-0.29,-0.293595711,-0.29
402.3,-0.29497696,-0.29,-0.295477236,-0.29,-0.295023025,-0.29,-0.295749177,-0.29,-0.295752166,-0.29
402.4,-0.29527379,-0.31,-0.295919572,-0.29,-0.295338872,-0.29,-0.299022605,-0.31,-0.29883904,-0.31
402.5,-0.296924329,-0.31,-0.298045146,-0.31,-0.29744954,-0.29,-0.302658176,-0.31,-0.302621973,-0.31
402.6,-0.300432134,-0.31,-0.301340727,-0.31,-0.300884633,-0.29,-0.306045353,-0.29,-0.306116378,-0.31
402.7,-0.303718528,-0.31,-0.304376378,-0.31,-0.304044597,-0.29,-0.30655251,-0.31,-0.306741221,-0.31
402.8,-0.305956024,-0.31,-0.30650398,-0.31,-0.306142147,-0.31,-0.307272943,-0.31,-0.307515487,-0.31
402.9,-0.305196633,-0.31,-0.305579362,-0.31,-0.305184024,-0.31,-0.306712693,-0.31,-0.306736938,-0.31
403,-0.305084482,-0.31,-0.305400524,-0.29,-0.305023767,-0.29,-0.305511249,-0.31,-0.30543508,-0.31
403.1,-0.30413559,-0.31,-0.304530239,-0.31,-0.304009406,-0.29,-0.304186514,-0.29,-0.303641295,-0.31
403.2,-0.302617534,-0.31,-0.303021082,-0.29,-0.302479926,-0.29,-0.302768954,-0.29,-0.301853042,-0.31
403.3,-0.301122409,-0.31,-0.30147403,-0.29,-0.300999387,-0.29,-0.30322144,-0.29,-0.302187678,-0.31
403.4,-0.30002125,-0.31,-0.300381008,-0.29,-0.299960363,-0.29,-0.305599832,-0.29,-0.304878111,-0.29
403.5,-0.301098795,-0.31,-0.30144343,-0.29,-0.301044428,-0.29,-0.312127944,-0.31,-0.315583432,-0.31
403.6,-0.303936796,-0.31,-0.304375361,-0.31,-0.303958457,-0.29,-0.315901832,-0.33,-0.316644505,-0.33
403.7,-0.314094866,-0.31,-0.314077099,-0.31,-0.314422644,-0.31,-0.313074866,-0.31,-0.312808778,-0.31
403.8,-0.316218892,-0.33,-0.316517339,-0.33,-0.316753684,-0.33,-0.307553657,-0.31,-0.307194171,-0.31
403.9,-0.314290788,-0.31,-0.314981372,-0.33,-0.314730661,-0.33,-0.302980268,-0.31,-0.302665861,-0.31
404,-0.3149351,-0.31,-0.315985085,-0.31,-0.315299665,-0.31,-0.306571305,-0.31,-0.306211516,-0.31
404.1,-0.311149653,-0.31,-0.312354804,-0.31,-0.311249686,-0.31,-0.306120916,-0.31,-0.306060765,-0.31
404.2,-0.308073141,-0.31,-0.308825302,-0.31,-0.307932398,-0.31,-0.305048511,-0.31,-0.305308702,-0.31
404.3,-0.3037967,-0.29,-0.303808864,-0.29,-0.303570799,-0.31,-0.304411721,-0.29,-0.304902454,-0.31
404.4,-0.300977618,-0.29,-0.300300425,-0.29,-0.300652133,-0.31,-0.304089747,-0.29,-0.304614624,-0.29
404.5,-0.299426609,-0.29,-0.298890055,-0.29,-0.29915473,-0.31,-0.303224603,-0.29,-0.303719369,-0.31
404.6,-0.298891629,-0.29,-0.298550372,-0.29,-0.298632967,-0.31,-0.302528667,-0.29,-0.303060028,-0.31
404.7,-0.29953366,-0.29,-0.299631174,-0.29,-0.299677935,-0.31,-0.300753482,-0.29,-0.301265555,-0.31
404.8,-0.301154309,-0.29,-0.301665875,-0.29,-0.301810694,-0.31,-0.301329922,-0.29,-0.301661675,-0.31
404.9,-0.301104766,-0.29,-0.301983013,-0.29,-0.302161285,-0.31,-0.301883487,-0.29,-0.302094309,-0.31
405,-0.302681091,-0.29,-0.303355699,-0.29,-0.303771874,-0.31,-0.304079082,-0.29,-0.302386227,-0.31
405.1,-0.303740382,-0.29,-0.304103944,-0.29,-0.304621906,-0.31,-0.304400609,-0.31,-0.304578766,-0.31
405.2,-0.304479578,-0.31,-0.304441098,-0.31,-0.305048637,-0.29,-0.305042278,-0.31,-0.305258968,-0.31
405.3,-0.305326843,-0.29,-0.304716806,-0.29,-0.305077402,-0.31,-0.305914379,-0.31,-0.305923792,-0.29
405.4,-0.30763985,-0.31,-0.304551697,-0.31,-0.304634004,-0.31,-0.311001375,-0.31,-0.310857006,-0.31
405.5,-0.30756557,-0.31,-0.305694659,-0.31,-0.30551125,-0.29,-0.317577143,-0.33,-0.320701056,-0.33
405.6,-0.310151588,-0.31,-0.308223582,-0.31,-0.307865802,-0.31,-0.320602961,-0.33,-0.320051101,-0.33
405.7,-0.317783188,-0.31,-0.316851431,-0.33,-0.316136499,-0.33,-0.316569357,-0.33,-0.314673047,-0.31
405.8,-0.317822655,-0.31,-0.317843873,-0.33,-0.317160018,-0.33,-0.309713504,-0.31,-0.307638436,-0.31
405.9,-0.313301383,-0.31,-0.31421821,-0.31,-0.313559453,-0.31,-0.304820564,-0.31,-0.303124681,-0.29
406,-0.306856147,-0.31,-0.308302954,-0.31,-0.307752125,-0.31,-0.299538137,-0.31,-0.298924385,-0.29
406.1,-0.301079677,-0.31,-0.302642068,-0.31,-0.302294748,-0.29,-0.296862734,-0.31,-0.296997849,-0.29
406.2,-0.299081983,-0.31,-0.300141062,-0.31,-0.299963454,-0.29,-0.296800098,-0.31,-0.297449535,-0.29
406.3,-0.29739165,-0.31,-0.297820263,-0.31,-0.297776615,-0.29,-0.298714316,-0.31,-0.299441324,-0.29
406.4,-0.297561911,-0.31,-0.297345964,-0.31,-0.297277226,-0.29,-0.301130509,-0.31,-0.302074945,-0.29
406.5,-0.299091743,-0.31,-0.298422919,-0.31,-0.298284621,-0.29,-0.303534321,-0.31,-0.304186137,-0.29
406.6,-0.301103764,-0.31,-0.300109094,-0.31,-0.299902986,-0.29,-0.30534995,-0.31,-0.305733641,-0.31
406.7,-0.303130516,-0.31,-0.301947704,-0.31,-0.301570286,-0.29,-0.304577682,-0.29,-0.304558345,-0.31
406.8,-0.304458512,-0.31,-0.30373918,-0.31,-0.303255637,-0.29,-0.304768384,-0.31,-0.304373808,-0.29
406.9,-0.30358998,-0.29,-0.303442014,-0.29,-0.304685647,-0.31,-0.303925724,-0.31,-0.303387166,-0.31
407,-0.303774151,-0.29,-0.304288261,-0.29,-0.305757304,-0.29,-0.3026045,-0.31,-0.302182021,-0.31
407.1,-0.30336998,-0.29,-0.303931654,-0.29,-0.305979512,-0.31,-0.303048323,-0.31,-0.302769801,-0.31
407.2,-0.302714662,-0.29,-0.305202242,-0.31,-0.305521539,-0.31,-0.301826763,-0.31,-0.302000215,-0.31
407.3,-0.30997451,-0.31,-0.310543525,-0.31,-0.310755403,-0.31,-0.307909525,-0.31,-0.307697347,-0.31
407.4,-0.312010018,-0.31,-0.31253114,-0.31,-0.312473843,-0.31,-0.314442208,-0.31,-0.313917076,-0.31
407.5,-0.311506641,-0.31,-0.311966046,-0.31,-0.311658262,-0.31,-0.322260706,-0.33,-0.325261398,-0.33
407.6,-0.312888015,-0.31,-0.313263832,-0.31,-0.312775635,-0.31,-0.324573534,-0.33,-0.324572391,-0.33
407.7,-0.319807367,-0.31,-0.319427554,-0.33,-0.319471105,-0.31,-0.318912138,-0.33,-0.317934548,-0.33
407.8,-0.318459644,-0.31,-0.317956529,-0.33,-0.318000822,-0.31,-0.310960414,-0.31,-0.309717129,-0.31
407.9,-0.313142421,-0.31,-0.312593399,-0.31,-0.312676458,-0.31,-0.305104996,-0.31,-0.304014655,-0.31
408,-0.306367969,-0.31,-0.305950557,-0.31,-0.305975816,-0.31,-0.298870331,-0.29,-0.298191174,-0.31
408.1,-0.300473599,-0.31,-0.300161277,-0.31,-0.30037908,-0.29,-0.29574489,-0.29,-0.295517689,-0.29
408.2,-0.298695251,-0.31,-0.298453655,-0.31,-0.298714667,-0.29,-0.295590436,-0.31,-0.295560224,-0.31
408.3,-0.297277298,-0.31,-0.297164069,-0.31,-0.297490986,-0.29,-0.298002871,-0.31,-0.298269438,-0.31
408.4,-0.298410305,-0.31,-0.297822552,-0.31,-0.298206302,-0.29,-0.301345274,-0.31,-0.30184586,-0.31
408.5,-0.300521978,-0.31,-0.299773764,-0.31,-0.30029706,-0.29,-0.304538582,-0.31,-0.30516829,-0.29
408.6,-0.303063481,-0.31,-0.30232546,-0.31,-0.302818881,-0.29,-0.307100928,-0.31,-0.307709675,-0.31
408.7,-0.305146557,-0.29,-0.3043551,-0.31,-0.304856202,-0.31,-0.308404304,-0.31,-0.308753252,-0.31
408.8,-0.306664095,-0.31,-0.306251881,-0.31,-0.306603783,-0.31,-0.306623275,-0.31,-0.306781556,-0.31
408.9,-0.30538656,-0.29,-0.307053078,-0.31,-0.307314327,-0.31,-0.305487864,-0.31,-0.305588816,-0.29
409,-0.304843073,-0.31,-0.304904786,-0.29,-0.305232345,-0.29,-0.303758023,-0.29,-0.303790952,-0.31
409.1,-0.303719311,-0.29,-0.30391447,-0.31,-0.304269339,-0.31,-0.303727613,-0.29,-0.303714195,-0.31
409.2,-0.302385856,-0.29,-0.302566702,-0.31,-0.3027589,-0.31,-0.30202804,-0.29,-0.301962486,-0.31
409.3,-0.302948141,-0.29,-0.303063473,-0.31,-0.303095448,-0.31,-0.301128626,-0.29,-0.301083432,-0.31
409.4,-0.301914369,-0.29,-0.302041836,-0.31,-0.301957616,-0.31,-0.305604733,-0.29,-0.305537553,-0.31
409.5,-0.302363148,-0.29,-0.301804436,-0.31,-0.301951899,-0.31,-0.312945589,-0.31,-0.316450285,-0.33
409.6,-0.306574938,-0.31,-0.305708753,-0.31,-0.305941425,-0.29,-0.317580985,-0.31,-0.318405429,-0.33
409.7,-0.316408229,-0.31,-0.316114355,-0.33,-0.315904272,-0.31,-0.315326407,-0.31,-0.315243134,-0.33
409.8,-0.31866543,-0.31,-0.318458623,-0.33,-0.318292162,-0.31,-0.310050517,-0.31,-0.309794619,-0.31
409.9,-0.315727612,-0.31,-0.315621883,-0.31,-0.315338957,-0.31,-0.306332359,-0.31,-0.306025493,-0.31
410,-0.310115127,-0.31,-0.310045823,-0.31,-0.309772392,-0.31,-0.301371879,-0.29,-0.300862982,-0.31
410.1,-0.303971973,-0.29,-0.303967081,-0.31,-0.303692924,-0.29,-0.298238147,-0.29,-0.297575596,-0.31
410.2,-0.300286178,-0.31,-0.300650183,-0.29,-0.3002923,-0.31,-0.297120149,-0.29,-0.296558462,-0.31
410.3,-0.29686552,-0.31,-0.297478767,-0.29,-0.29711379,-0.31,-0.297923486,-0.29,-0.296805277,-0.31
410.4,-0.296000235,-0.31,-0.296326026,-0.29,-0.296045588,-0.31,-0.299628478,-0.29,-0.2981802,-0.31
410.5,-0.300794657,-0.31,-0.301032287,-0.29,-0.300703611,-0.31,-0.305872151,-0.31,-0.304379471,-0.31
410.6,-0.306858518,-0.31,-0.307059327,-0.31,-0.306658887,-0.31,-0.312160604,-0.31,-0.310962995,-0.31
410.7,-0.310664837,-0.31,-0.310912585,-0.31,-0.310421578,-0.31,-0.314687369,-0.31,-0.313987701,-0.31
410.8,-0.31203869,-0.31,-0.312561342,-0.31,-0.3119937,-0.31,-0.314208946,-0.31,-0.314420644,-0.31
410.9,-0.311264389,-0.31,-0.311839319,-0.31,-0.311332843,-0.31,-0.311823331,-0.31,-0.3129825,-0.31
411,-0.307402595,-0.31,-0.309736954,-0.31,-0.309473822,-0.31,-0.30844994,-0.31,-0.310431472,-0.31
411.1,-0.305116734,-0.31,-0.305299361,-0.29,-0.307136992,-0.31,-0.305141848,-0.29,-0.306965972,-0.31
411.2,-0.302314801,-0.31,-0.302951772,-0.29,-0.302853654,-0.31,-0.302308413,-0.29,-0.304129852,-0.31
411.3,-0.300309951,-0.31,-0.301297131,-0.29,-0.302994404,-0.31,-0.30088373,-0.29,-0.302192871,-0.31
411.4,-0.301264013,-0.31,-0.302450779,-0.29,-0.302267678,-0.31,-0.304128681,-0.29,-0.304687666,-0.31
411.5,-0.30101794,-0.31,-0.302364826,-0.29,-0.302189789,-0.31,-0.311820438,-0.31,-0.315474127,-0.31
411.6,-0.304937791,-0.31,-0.305963221,-0.31,-0.305748076,-0.29,-0.316620038,-0.31,-0.317214323,-0.33
411.7,-0.316042985,-0.31,-0.316001506,-0.33,-0.316361048,-0.33,-0.315149892,-0.33,-0.314289612,-0.31
411.8,-0.31928575,-0.31,-0.318794786,-0.33,-0.319143726,-0.33,-0.310761694,-0.31,-0.309356889,-0.31
411.9,-0.317013522,-0.31,-0.316433087,-0.33,-0.316743764,-0.33,-0.30749172,-0.31,-0.306272593,-0.31
412,-0.311668924,-0.31,-0.311055298,-0.31,-0.311379355,-0.31,-0.302743,-0.31,-0.302016443,-0.29
412.1,-0.305463378,-0.31,-0.304998914,-0.31,-0.305183494,-0.31,-0.299439832,-0.31,-0.299312613,-0.29
412.2,-0.302114941,-0.31,-0.301624356,-0.31,-0.301897055,-0.31,-0.298127174,-0.31,-0.298553892,-0.29
412.3,-0.298711999,-0.31,-0.29825661,-0.31,-0.298651247,-0.31,-0.298469051,-0.31,-0.299299505,-0.29
412.4,-0.296960495,-0.31,-0.2968034,-0.31,-0.296998572,-0.31,-0.299811232,-0.31,-0.300707341,-0.29
412.5,-0.296957719,-0.31,-0.297678128,-0.31,-0.297023335,-0.31,-0.301692841,-0.31,-0.302514961,-0.29
412.6,-0.298647148,-0.31,-0.299860072,-0.31,-0.298740484,-0.31,-0.303720246,-0.31,-0.304420163,-0.31
412.7,-0.301244167,-0.31,-0.302105164,-0.31,-0.301338549,-0.31,-0.30523008,-0.31,-0.305807384,-0.29
412.8,-0.303892887,-0.31,-0.303971278,-0.31,-0.303972425,-0.31,-0.304311431,-0.31,-0.304740863,-0.31
412.9,-0.30583742,-0.31,-0.303598172,-0.31,-0.305893008,-0.31,-0.304410703,-0.29,-0.304765975,-0.31
413,-0.305216904,-0.31,-0.303859949,-0.31,-0.30529208,-0.31,-0.30572046,-0.31,-0.306241178,-0.31
413.1,-0.30553786,-0.31,-0.303500331,-0.31,-0.305617676,-0.31,-0.304878762,-0.31,-0.305672586,-0.29
413.2,-0.305360054,-0.31,-0.304830458,-0.31,-0.305405768,-0.31,-0.304008198,-0.29,-0.304988392,-0.31
413.3,-0.304855284,-0.31,-0.304163537,-0.29,-0.304882895,-0.31,-0.303217382,-0.29,-0.304285458,-0.31
413.4,-0.305893639,-0.31,-0.303240511,-0.29,-0.305915419,-0.31,-0.306840897,-0.31,-0.308019413,-0.31
413.5,-0.304887838,-0.29,-0.302431512,-0.29,-0.304889133,-0.31,-0.313217453,-0.31,-0.317380814,-0.33
413.6,-0.307646249,-0.31,-0.305438575,-0.31,-0.307589811,-0.31,-0.316756469,-0.33,-0.317885802,-0.33
413.7,-0.321422625,-0.31,-0.320716215,-0.33,-0.321439319,-0.33,-0.319789886,-0.33,-0.319471785,-0.33
413.8,-0.324778955,-0.33,-0.32531464,-0.33,-0.324710986,-0.31,-0.316579705,-0.33,-0.315489529,-0.31
413.9,-0.320931662,-0.31,-0.322004733,-0.33,-0.320778016,-0.31,-0.312567841,-0.31,-0.311187814,-0.31
414,-0.313810291,-0.31,-0.315333481,-0.31,-0.313641831,-0.31,-0.306716437,-0.31,-0.305585787,-0.31
414.1,-0.308090009,-0.31,-0.309541174,-0.31,-0.307966589,-0.31,-0.301978596,-0.29,-0.30125462,-0.31
414.2,-0.301608401,-0.29,-0.302780662,-0.29,-0.301555674,-0.29,-0.29905792,-0.29,-0.298849442,-0.31
414.3,-0.298000746,-0.29,-0.298342323,-0.29,-0.29766458,-0.29,-0.298470208,-0.29,-0.298400438,-0.31
414.4,-0.297020598,-0.29,-0.29663583,-0.29,-0.296985754,-0.29,-0.299582571,-0.29,-0.299518155,-0.31
414.5,-0.297959526,-0.29,-0.297189845,-0.29,-0.298485195,-0.29,-0.301808427,-0.29,-0.301902852,-0.31
414.6,-0.300211992,-0.29,-0.29956458,-0.29,-0.30094214,-0.29,-0.304055673,-0.29,-0.30429083,-0.31
414.7,-0.303067073,-0.29,-0.302649828,-0.29,-0.303563134,-0.29,-0.306085457,-0.31,-0.306350811,-0.31
414.8,-0.305422533,-0.31,-0.305656987,-0.31,-0.305781429,-0.31,-0.305632383,-0.31,-0.305951615,-0.31
